,rating,attitude,positve phrase,negative phrase,positive tags,negative tags:
114,1,0,"['Great special effects', 'Great cinematography']","['Slow-moving', 'Bad direction', 'Bad casting', 'Stilted dialogue', 'Some outrageously bad acting']","['Stunning Visuals', 'Stunning Visuals']","['None', 'Subpar Acting', 'Subpar Acting', 'None', 'Subpar Acting']"
115,8,1,"['Visual spectacle', 'Solid performances', 'Enjoyable movie', 'Heavyweight cast', 'Great on IMAX']",['Lack of depth in story'],"['Stunning Visuals', 'Strong Performances', 'Engaging Plot', 'Strong Performances', 'Stunning Visuals']",['Weak Plot']
116,10,1,"['Great acting', 'Perfect scenes/dialogues', 'Close to the books', 'Amazing visual effects', 'Beginning of a new universe', 'Love and effort from cast and crew']","['Water importance fell short', 'Missed banquet scene']","['Strong Performances', 'Engaging Plot', 'Faithful adaptation', 'Stunning Visuals', 'Thought-Provoking Themes', 'Thought-Provoking Themes']","['Muddled Themes', 'Muddled Themes']"
117,10,1,"['Visual magnificence', 'Compelling storyline', 'Fantastic acting', 'Many worlds, races, and legends']",['None'],"['Stunning Visuals', 'Engaging Plot', 'Strong Performances', 'Thought-Provoking Themes']",['None']
118,9,1,"['Special effects', 'Cinematography', 'Action scenes', 'Compelling storyline', 'Phenomenal cast', 'Soundtrack by Hans Zimmer']",['   None'],"['Stunning Visuals', 'Stunning Visuals', 'Stunning Visuals', 'Engaging Plot', 'Strong Performances', 'Immersive Sound Design']",['None']
119,9,1,"['Prologue sets high standard', 'Sets up benchmark for following parts']",['None'],"['Thought-Provoking Themes', 'Thought-Provoking Themes']",['None']
120,9,1,"['Great FX', 'Action sequences', 'Potential for trilogy']",['Grandiloquent dialogues'],"['Stunning Visuals', 'Stunning Visuals', 'Engaging Plot']",['None']
121,10,1,"['Thoughtful', 'Cinematic', 'Intelligent', 'Complex', 'No overplayed characters']",['None'],"['Thought-Provoking Themes', 'Stunning Visuals', 'Thought-Provoking Themes', 'Engaging Plot', 'Strong Performances']",['None']
122,10,1,"['Cinematic experience', 'Great sound design', 'Visual effects']",['None'],"['Stunning Visuals', 'Immersive Sound Design', 'Impeccable Production']",['None']
123,10,1,"['Music', 'CGI', 'Acting', 'Storytelling', 'Immersive', 'Detailed']",['None'],"['Immersive Sound Design', 'Impeccable Production', 'Strong Performances', 'Engaging Plot', 'Thought-Provoking Themes', 'Impeccable Production']",['None']
124,10,1,"['beautiful cinematography', 'dystopic atmosphere', 'haunting tone', 'well-paced storyline', 'impactful acting with minimal dialogue']",['None'],"['Stunning Visuals', 'Thought-Provoking Themes', 'Thought-Provoking Themes', 'Engaging Plot', 'Strong Performances']",['None']
125,10,1,"['top-notch acting', 'visuals', 'storyline', 'style', 'appeal outside SciFi genre']",['None'],"['Strong Performances', 'Stunning Visuals', 'Engaging Plot', 'Impeccable Production', 'Thought-Provoking Themes']",['None']
126,10,1,"['interesting idea', 'amazing cast', 'excellent computer graphics', 'middle and end interesting']","['beginning boring', 'end was very ragged']","['Engaging Plot', 'Strong Performances', 'Impeccable Production', 'Engaging Plot']","['Weak Plot', 'Weak Plot']"
127,10,1,"['Consistent storytelling', 'Impressive visuals', 'Exceptional acting', 'Unique music score']",['None'],"['Engaging Plot', 'Stunning Visuals', 'Strong Performances', 'Immersive Sound Design']",['None']
128,10,1,"['Faithful to the book', 'Immersive world and circumstances', 'Amazing cinematography and score', 'Great acting', 'Great pacing']",['None'],"['Faithful adaptation', 'Thought-Provoking Themes', 'Stunning Visuals', 'Strong Performances', 'Thought-Provoking Themes']",['None']
129,9,1,"['Ambience', 'Music', 'Spaceships and tech', 'Portrayal of the Harkonnen', 'Artwork']",['None'],"['Thought-Provoking Themes', 'Immersive Sound Design', 'Impeccable Production', 'Impeccable Production', 'Thought-Provoking Themes']","['None', 'None']"
130,10,1,"['Masterpiece', 'True saga', 'Smart adaptation']",['None'],"['Engaging Plot', 'Thought-Provoking Themes', 'Faithful adaptation']",['None']
131,1,0,['   None'],"['Changes from the book', 'Flat acting', 'Lack of character connection']",['None'],"['Poor Adaptation', 'Subpar Acting', 'Subpar Acting', 'Weak Plot']"
132,9,1,"['Stunning visuals', 'Ambitious adaptation']",['Lack of depth in characters'],"['Stunning Visuals', 'Faithful adaptation']",['Weak Plot']
133,8,1,"['Visually spectacular', 'Technological advances', 'Real feel of locations', '   ']","['Confusing for newcomers', 'Only first part of story']","['Stunning Visuals', 'Impeccable Production', 'Impeccable Production', 'None']","['Weak Plot', 'Weak Plot']"
134,9,1,"['Perfect photography', 'Amazing scenography', 'Beautiful costumes', 'Great soundtrack', 'Talented actors']",['None'],"['Stunning Visuals', 'Impeccable Production', 'Impeccable Production', 'Immersive Sound Design', 'Strong Performances']",['None']
135,8,1,"['cinematography', 'music', 'atmosphere']",['None'],"['Stunning Visuals', 'Immersive Sound Design', 'Thought-Provoking Themes']","['None', 'None', 'None']"
136,10,1,"['Epic scale', 'Easy translation from book', 'Impressive creature design', 'Captures movement in sand', 'Mostly good acting']",['Forced acting at times'],"['Engaging Plot', 'Faithful adaptation', 'Impeccable Production', 'Stunning Visuals', 'Strong Performances']",['Subpar Acting']
137,10,1,"[""Director's work"", 'Classic', 'Amazing performances by actors']",['None'],"['Engaging Plot', 'Thought-Provoking Themes', 'Strong Performances']",['None']
138,10,1,"['Superb cast', 'Excellent special effects', 'Strong performances', 'Elegant direction', 'Potential to be best sci-fi saga']",['Slow pace at times'],"['Strong Performances', 'Impeccable Production', 'Strong Performances', 'Stunning Visuals', 'Engaging Plot']",['None']
139,9,1,"['Production design', 'Otherworldly visuals', 'Unique experience']",['Slow pace in middle'],"['Impeccable Production', 'Stunning Visuals', 'Engaging Plot']",['Muddled Themes']
140,10,1,"['Magnificent adaptation', 'Better than previous adaptation', 'Epic and tremendous achievement', 'Leaves viewers speechless', 'Raises the bar']",['Incomplete adaptation'],"['Faithful adaptation', 'Faithful adaptation', 'Faithful adaptation', 'Thought-Provoking Themes', 'Thought-Provoking Themes']",['Poor Adaptation']
141,9,1,"['Imposing visuals and atmosphere', 'Intricate world-building', 'Seminally cast Hollywood stars', 'Sense of interstellar awe', 'Human element maintained']","['Studio-imposed changes for PR', 'Cringey reactions from journalists']","['Impeccable Production', 'Engaging Plot', 'Strong Performances', 'Thought-Provoking Themes', 'Thought-Provoking Themes']","['Poor Adaptation', 'Subpar Acting']"
142,9,1,"['Acting', 'Story']",['Pacing'],"['Strong Performances', 'Engaging Plot']",['Muddled Themes']
143,10,1,"['Cinematography', 'Dialogue', 'Character interactions']",['None'],"['Stunning Visuals', 'Strong Performances', 'Immersive Sound Design']",['None']
144,5,0,"['Visuals', 'Costumes', 'Art direction', 'Casting']","[""Missing tone of Herbert's work"", 'Politics and religion not fully captured', 'Miscasting of Josh Brolin', 'Diminished role of the Baron', ""Pronunciations not consistent with Lynch's version""]","['Stunning Visuals', 'Impeccable Production', 'Impeccable Production', 'Strong Performances']","['Muddled Themes', 'Muddled Themes', 'Subpar Acting', 'Poor Adaptation']"
145,10,1,"['Special effects', 'Cinematography', 'Faithful adaptation of the book', 'Perfect casting', 'Well-done action scenes']",['None'],"['Stunning Visuals', 'Stunning Visuals', 'Faithful adaptation', 'Strong Performances', 'Thought-Provoking Themes']",['None']
146,9,1,"['Beautiful presentation', 'Understandable to all viewers', 'Worth re-watching']","['Missing some aspects from the books', 'Not able to fully cover the expansive work of the original stories']","['Impeccable Production', 'Engaging Plot', 'Thought-Provoking Themes']","['Poor Adaptation', 'Poor Adaptation']"
147,9,1,"['Immersive experience', 'Visual feast', 'Sound feast', 'Transformed story']",['Abrupt ending'],"['Engaging Plot', 'Stunning Visuals', 'Immersive Sound Design', 'Faithful adaptation']",['Muddled Themes']
148,10,1,"['Exhilarating soundtrack', 'Enthralling from start to finish', 'Directed by Denis Villeneuve', 'Great IMAX experience', 'Worth every penny']",['Audience getting up frequently'],"['Immersive Sound Design', 'Engaging Plot', 'None', 'Stunning Visuals', 'None']",['None']
149,10,1,"['       - engaging storyline', '       - anticipation for part two']",['       - None'],"['Engaging Plot', 'Engaging Plot']",['None']
150,10,1,"['Visually stunning', 'Great acting', 'Packed with action', 'Sci-fi masterpiece', 'Engaging and immersive']",['None'],"['Stunning Visuals', 'Strong Performances', 'Engaging Plot', 'Thought-Provoking Themes', 'Engaging Plot']",['None']
151,4,0,['None'],"['Long, slow pace', 'Dark and gloomy lights', 'Dour mood', 'Depressing feeling', 'Limited wish to persevere']",['None'],"['Muddled Themes', 'Lackluster Cinematography', 'Poor Audio Quality', 'Muddled Themes', 'Weak Plot']"
152,2,0,['    None'],['Lacks emotional impact'],['None'],['Weak Plot']
153,10,1,"['Screenplay', 'Soundtrack', 'VFX', 'Well put together', 'Does justice to the novel']",['None'],"['Engaging Plot', 'Immersive Sound Design', 'Impeccable Production', 'None', 'Faithful adaptation']",['Muddled Themes']
154,8,1,"['unique', 'intense', 'engulfing', 'detailed', 'beautiful visuals']",['slow paced'],"['Engaging Plot', 'Thought-Provoking Themes', 'Thought-Provoking Themes', 'Impeccable Production', 'Stunning Visuals']",['Muddled Themes']
155,10,1,"['Visuals', 'Characters', 'Story', 'Music score', 'Set designs']",['None'],"['Stunning Visuals', 'Engaging Plot', 'Strong Performances', 'Immersive Sound Design', 'Impeccable Production']",['None']
156,9,1,"['story', 'CGI', 'soundtrack']",['None'],"['Engaging Plot', 'Impeccable Production', 'Immersive Sound Design']",['None']
157,9,1,"['Visuals', 'Sound/Music', 'Hauntingly beautiful', ""Villeneuve's direction""]",['Slow-paced'],"['Stunning Visuals', 'Immersive Sound Design', 'Stunning Visuals', 'None']",['Muddled Themes']
158,4,0,['None'],"['Pacing', 'Lack of character background', 'Confusing dreams/visions', 'Lack of essential story elements', 'Poor explanation of conflicts', 'Main character portrayal', 'Lack of emotional impact in action scenes']",['None'],"['Weak Plot', 'Weak Plot', 'Muddled Themes', 'Weak Plot', 'Weak Plot', 'Subpar Acting', 'Muddled Themes']"
159,10,1,"['content', 'no agenda']",['Hollywood portrayal of white men'],"['Engaging Plot', 'Strong Performances', 'Stunning Visuals', 'None', 'Thought-Provoking Themes']","['Muddled Themes', 'Poor Audio Quality', 'Poor Adaptation', 'None']"
160,10,1,"['Visuals', 'Acting', 'Worldbuilding', ""Hans Zimmer's score"", 'Story']",['Slow-moving'],"['Stunning Visuals', 'Strong Performances', 'Impeccable Production', 'Immersive Sound Design', 'Engaging Plot']",['Muddled Themes']
161,3,0,['expansion of Star Wars universe'],"['devious, unpleasant actions', 'excessive and intense scenes']",['Engaging Plot'],"['Muddled Themes', 'Weak Plot']"
162,9,1,"['Visuals', 'Sound', 'Big budget', 'Creative undertaking', 'High value TV Series']",['Part 1 of two film future not clear'],"['Stunning Visuals', 'Immersive Sound Design', 'None', 'Impeccable Production', 'None']","['None', 'None', 'None', 'None', 'None']"
163,8,1,"['Great visuals', 'Great soundtrack']",['Sometimes drags'],"['Stunning Visuals', 'Immersive Sound Design']",['Muddled Themes']
164,9,1,"['visuals', 'score', 'sets', 'actors', 'storytelling pace']",['None'],"['Stunning Visuals', 'Immersive Sound Design', 'Impeccable Production', 'Strong Performances', 'Thought-Provoking Themes']",['None']
165,9,1,"['Detailed', 'Well-shot', 'Strong cast', 'Great acting', 'Compelling story', 'Amazing music']",['No ending'],"['Engaging Plot', 'Stunning Visuals', 'Strong Performances', 'Strong Performances', 'Engaging Plot', 'Immersive Sound Design']",['Weak Plot']
166,5,0,['None'],"['Poor choice of actors', 'Deviation from original book', 'Presentation', 'Lack of vital dramatic points', 'Disappointed by it being Part 1', 'Special effects not impressive', 'Too much time on trivial drama', 'Lack of heart in the movie', 'Slow plot progression', 'Mediocre adaptation of Dune']",['None'],"['Subpar Acting', 'Poor Adaptation', 'Muddled Themes', 'Weak Plot', 'Weak Plot', 'Lackluster Cinematography', 'Weak Plot', 'Muddled Themes', 'Weak Plot', 'Poor Adaptation']"
167,10,1,"['Stunning visuals', 'Beautiful cinematography', 'Great world building', 'Strong direction by Denis Villeneuve', 'Amazing soundtrack by Hans Zimmer', 'Good performances']",['None'],"['Stunning Visuals', 'Stunning Visuals', 'Impeccable Production', 'Thought-Provoking Themes', 'Immersive Sound Design', 'Strong Performances']",['None']
168,10,1,"['world-building', 'cinematography', 'music', 'acting', 'action']",['None'],"['Impeccable Production', 'Stunning Visuals', 'Immersive Sound Design', 'Strong Performances', 'Engaging Plot']",['None']
169,3,0,['visually pleasing'],"['slow', 'took itself too seriously', 'boring', 'felt like a build-up to a sequel', 'pretentious']",['Stunning Visuals'],"['None', 'Muddled Themes', 'Weak Plot', 'Weak Plot', 'Muddled Themes']"
170,9,1,"['adaptation', 'music', 'casting', 'storyline', 'performances']",['None'],"['None', 'None', 'None', 'None', 'None']",['None']
171,8,1,"['well-made story', 'exciting', 'great movie experience', 'excitement for chapter 2']",['None'],"['Engaging Plot', 'Engaging Plot', 'Thought-Provoking Themes', 'Thought-Provoking Themes']",['None']
172,10,0,['Astonishing visual effects'],"['Boring', 'Not impactful', 'Creepy music', 'Loud music', 'Rushed story telling']",['Stunning Visuals'],"['Weak Plot', 'Weak Plot', 'Poor Audio Quality', 'Poor Audio Quality', 'Weak Plot']"
173,10,1,"[""Hans Zimmer's score"", 'Engaging and thrilling', 'Terrific sound effects', 'Great ensemble cast']","['Disappointment in wasting Dave Bautista', 'Incomplete ending for a sequel']","['Immersive Sound Design', 'Engaging Plot', 'Immersive Sound Design', 'Strong Performances']","['Subpar Acting', 'Muddled Themes']"
174,10,1,"['Amazing choice of actors', 'Brilliant performances', 'Immersive visuals', 'Epic content', 'Long runtime for detailed story']",['None'],"['Strong Performances', 'Strong Performances', 'Stunning Visuals', 'Engaging Plot', 'Engaging Plot']",['None']
175,10,1,"['Depth', 'Worldbuilding', 'Cinematography', 'Storytelling', 'Soundtrack', 'Performances']",['None'],"['Engaging Plot', 'Impeccable Production', 'Stunning Visuals', 'Thought-Provoking Themes', 'Immersive Sound Design', 'Strong Performances']",['None']
176,5,0,['   None'],"['Lack of charismatic leading actor', 'Out of place acting', 'Mediocre visual effects', 'Mediocre music, editing, and photography', 'Overuse of voice overs']",['None'],"['Subpar Acting', 'Subpar Acting', 'Lackluster Cinematography', 'Poor Audio Quality', 'Muddled Themes']"
